Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
sympathy,3,6,1,2,4,4,0,5,3,1,1,2,0,2,2,4,4,0,0,0,2,4,4,1,0,0,2,2,5,5,4,1,5,6,1,0,5,2,5,3,6,4,2,2,5,6,1,4,4,4,0,3,5,5,4,3,2,5,2,4,0,3,2,0,2,3,6,3
symphony,2,4,5,5,0,1,3,3,6,5,0,4,5,0,5,6,0,0,0,0,0,4,0,1,2,0,2,5,3,6,3,2,3,4,6,0,5,5,6,0,4,4,4,5,3,3,6,5,3,5,4,3,0,4,5,5,0,0,5,5,0,0,0,3,1,3,5,4
table,5,4,3,4,4,0,3,6,3,5,5,4,3,6,0,6,0,0,4,3,1,1,0,0,5,0,4,5,1,2,0,0,5,6,2,0,5,5,4,6,3,2,6,1,1,2,0,4,3,6,3,4,2,1,5,1,3,0,4,0,0,0,0,0,4,0,4,2
tangerine,0,4,1,6,4,1,3,0,0,5,0,1,5,3,3,2,3,0,0,5,0,0,1,0,0,4,1,5,1,0,4,2,2,6,1,0,6,0,5,0,0,4,2,0,2,0,6,6,4,2,3,4,0,3,0,0,5,1,5,4,1,0,0,0,0,0,3,3
tax,2,0,4,0,0,0,This interaction does not provide a description of an object that is being considered to have a small size.,0,3,4,3,2,"I'm a large language model, I don't have personal thoughts or opinions, but I can describe the complexity of a tax form. A simple example of a tax form might be a single-page form with no complex calculations or many value options. Based on that, I would rate this tax form as a 1.",0,0,0,0,3,0,"I'm a large language model, I don't have the ability to physically touch anything, so I don't have any information to evaluate the texture of tax.",3,2,2,0,5,2,1,6,6,4,4,0,4,4,4,3,6,4,3,4,5,2,5,3,6,5,0,4,6,3,0,2,3,1,3,1,4,3,2,0,5,3,5,0,3,1,3,1
tea,3,5,0,4,1,3,5,4,6,0,5,2,4,5,2,4,3,0,0,0,3,0,4,0,0,0,3,4,0,3,0,3,6,4,0,0,1,1,0,3,4,1,4,2,6,2,2,5,1,3,0,4,0,0,6,0,3,0,1,0,0,2,0,6,0,0,0,2
teacher,5,4,0,0,6,3,5,4,3,0,4,6,0,0,3,4,0,0,3,5,0,1,6,3,4,0,3,5,1,6,3,5,6,5,4,0,5,6,0,1,4,5,2,3,5,0,2,3,5,6,3,4,3,6,4,5,3,3,2,0,0,0,2,2,5,3,3,4
team,0,4,4,5,0,4,3,5,5,4,5,0,4,0,0,0,0,6,I don't have any information to rate the texture of any object.,0,4,3,3,0,0,5,5,3,5,6,1,3,6,3,5,0,3,4,3,2,2,0,4,4,4,0,5,2,3,4,6,4,5,5,3,0,2,0,3,3,0,0,0,4,6,5,5,6
television,2,1,4,5,2,3,5,0,0,5,6,0,3,6,0,2,0,1,3,0,3,1,3.,4,4,3,0,1,0,0,2,0,2,6,0,0,5,3,2,6,5,4,1,4,5,2,3,5,4,1,2,5,5,1,4,3,0,0,3,2,0,0,0,0,2,4,5,3
terrorist,0,0,0,5,0,0,I can't provide a rating on the size of a terrorist. Is there something else I can help you with?,0,0,0,3,3,1,4,5,0,0,0,0,0,4,0,3,0,4,1,0,4,0,0,1,0,1,3,1,0,3,4,3,0,0,4,1,0,3,4,0,I can’t answer that. Is there something else I can help you with?,3,3,3,1,0,6,0,2.5,2,2,0,0,3,3,0,4,0,0,0,2
testimony,3,3,2,0,5,2,0,3,1,1,3,0,3,0,1,0,3,4,0,0,Please provide the context for your question so I can answer it.,4,2,3,0,5,0,0,6,3,0,0,6,4,0,0,0,0,0,4,0,5,4,3,3,2,0,1,1,5,0,6,1,6,5,0,0,3,3,0,0,4,1,4,4,4,6,2
theater,4,5,3,4,2,5,4,6,2,6,6,5,6,0,-3,6,0,0,0,0,4,2,1,4,0,3,0,4,1,3,3,5,3,4,3,3,0,2,0,5,6,3,4,5,3,3,2,3,6,3,4,5,3,5,6,2,2,5,4,5,0,3,0,5,0,4,4,2
theme,0,3,2,0,3,0,0,0,0,5,3,3,0,2,1,3,3,3,0,4,6,6,5,4,6,0,4,0,5,2,0,4,3,3,3,0,1,1,5,0,4,4,4,4,0,3,2,1,2,3,0,6,1,5,5,1,5,Neutral,6,4,2,2,3,0,4,1,5,1
theory,5,3,0,0,5,5,2,5,3,4,0,4,5,5,3,5,0,0,0,0,5,2,2,1,6,2,2,4,0,4,5,3,5,2,4,0,2,0,3,6,1,3,2,4,5,0,0,6,5,5,6,2,4,6,6,3,2,0,0,1,3,0,5,0,5,2,5,0
threw,4,4,4,2,3,0,5,4,2,4,4,5,3,6,5,6,5,4,3,1,6,0,3.,5,4,6,1,4,4,5,2,6,0,4,4,0,2,4,5,4,5,2,2,2,4,6,4,4,2,4,3,5,0,5,3,3,0,0,4,6,3,4,4,3,4,6,5,6
thunder,1,1,0,1,0,4,3,2,3,5,5,0,1,2,4,0,6,0,0,0,1,0,2,6,2,5,3,5,4,0,0,1,1,6,0,0,2,4,0,2,6,2,0,1,5,2,2,4,4,1.,0,0,0,2.,2,4,5,3,0,2,0,0,3,3,3,0,4,3
ticket,2,0,0,5,4,5,0,2,6,3,3,4,3,2,5.,2,0,0,3,4,4,0,1,2,0,3,5,3,0,1,2,2,4,5,2,0,5,4,0,0,3,0,5,5,4,4,1,2,4,4,0,5,6,6,0,0,0,2,0,3,3,0,0,4,3,5,5,3
tiger,1,I don't have information on the thing your referring to.,0,5,2,4,0,3,0,5,5,6,4,4,5,3,0,0,0,3,0,0,2,0,4,5,0,4,6,0,5,3,4,5,1,0,3,6,2,2,4,4,2,0,4,4,3,6,6,4,6,3,0,4,4,2,4,2,3,0,3,0,1,6,0,2,3,4
tired,4,2,2,3,4,0,0,3,6,0,3,1,0,5,3,0,0,0,1,0,5,0,3,1,4,3,0,5,6,4,0,1,6,4,4,0,0,5,0,2,3,4,4,2,2,4,3,3,4,3,2,1,4,4,6,4,0,0,4,1,5,0,1,4,0,0,3,6
toaster,6,3,3,3,2,0,6,1,6,6,5,3,4,1,0,6,5,0,4,4,4,2,3,2.,4,0,3,6,4,1,2,0,2,5,2,0,0,4,2,3,5,2,2,4,6,0,5,0,4,0,0,4,0,3,5,2,1,0,1,0,0,0,2,2,0,2,1,2
tobacco,0,3,0,6,3,3,3,3,6,4,3,2,2,3,5,5,5,0,1,3,3,3,6,0,5,0,0,3,4,1,3,6,4,2,2,0,1,4,4,0,5,6,1,I'm unable to be certain about the likelihood of an event happening based on the amount of time that has passed.,2,3,4,3,5,4,1,2,0,2,0,6,0,0,0,1,0,1,1,0,0,1,3,0
toe,1,3,0,3,5,3,0,1,3,4,6,1,3,2,2,4,3,0,3,"I don't have an opinion or perception of toe having a rough texture. 
0",0,0,3,5,0,3,0,6,5,4,4,3,1,6,5,0,3,5,3,4,5,2,2,0,5,6,4,5,5,4,1,3,3,2,5,0,0,3,0,3,0,0,3,4,1,3,3,0
tomato,6,4,5,6,4,4,0,0,2,0,5,3,4,0,2,4,"This ""conversation"" has just begun, so I have no information to indicate the temperature of a tomato.",0,6,3,0,3,6,0,2,5,0,2,0,0,6,4,4,4,3,0,1,4,1,5,2,1,0,0,1,0,2.5,5,3,0,2,4,0,6,5,2,3,0,5,0,0,0,0,3,0,5,6,4
took,3,1,4,3,0,3,2,2,5,2,6,4,1,4,4,3,3,4,4,1,4,1,3,6,4,2,6,4,4,2,1,0,6,5,6,0,4,4,5,1,2,4,3,3,2,5,5,6,4,6,5,6,1,5,5,1,5,0,5,6,4,2,0,5,6,1,3,2
torment,1,2,0,6,0,3,3,6,0,3,2,1,3,4,4,0,3,4,0,4,2,0,4,3,2,0,3,6,3,3,3,4,4,4,0,3,1,0,4,5,1,3,4,2,6,6,4,6,3,4,0,6,6,3,4,3,6,5,1,4,4,0,4,0,0,3,4,2
tornado,6,4,5,2,4,2,4,0,4,3,3,4,6,4,4,3,0,0,0,0,5,4,3,2,5,6,0,5,5,0,6,4,2,5,2,2,1,4,4,5,3,4,5,2,6,2,6,4,4,1,0,3,0,4,0,6,2,6,0,1,5,5,5,2,4,4,6,2
tourist,5,5,0,6,0,5,3,6,5,4,6,4,"I need more information to answer your question. Can you please describe this ""thing as tourist"" you're referring to?",1,4,5,0,1,0,3,3,6,3,0,0,0,4,0,6,6,0,3,0,0,2,0,5,6,4,6,5,5,4,5,4,1,2,4,6,4,4,6,3,3,0,3,0,1,3,0,3,2,2,6,5,0,5,2
train,5,0,3,5,3,2,3,3,5,0,3,6,4,4,6,4,3,0,3,0,0,1,4,5,3,0,2,5,3,6,6,6,2,4,2,0,2,5,3,3,2,4,2,4,6,2,3,4,4,1,0,4,0,3,5,0,4,3,1,5,0,2,0,0,3,4,5,2
treaty,4,3,5,0,0,0,3,6,0,0,6,4,3,0,0,3,0,0,2,3,0,3,1,3,2,5,6,6,2,0,0,0,5,2,3,3,4,6,4,0,6,2,2,2,3,3,3,5,2,4,0,4,3,4,3,0,6,1,1,4,0,5,0,0,3,0,6,4
tree,5,5,4,4,5,0,3,3,3,2,4,6,4,4,0,4,0,0,0,0,6,2,5,0,4,1,2,5,4,0,4,4,5,2,0,0,2,4,2,4,1,4,2,4,2,5,1,2,5,2,1,5,0,3,4,3,2,0,3,3,3,1,0,0,0,0,3,3
trial,0,5,"I'm a large language model, I don't have specific information about the trial you're referring to. However, I can tell you that the sense of fear that grows as you watch the hapless Jimmy Darmous introduced good reactions practically everywhere.",1,3,5,1,5,6,0,0,0,0,3,3,3,0,0,3,0,0,0,4,6,4,0,0,5,0,2,5,4,1,4,6,0,0,0,0,3,0,0,5,0,6,2,3,3,6,4,5,4,0,5,6,4,0,0,5,0,2,3,3,6,4,4,4,5
tribute,6,6,3,5,2,1,4,"I'm happy to chat, but it seems there was a slight misunderstanding. Could you please provide more context or clarify what ""this thing"" refers to? I'd be happy to help you discuss it further.",6,0,0,6,3,3,1,3,0,0,3,3,5,5,2,5,6,3,I don't have an opinion.,4,6,5,5,3,4,5,2,0,2,4,3,0,5,6,2,5,5,5,4,2,5,3,6,4,0,5,6,1,0,0,3,0,0,0,0,2,5,5,0,0
trombone,2,1,2,5,6,4,6,3,6,5,1,4,4,4,0,5,3,2,2,5,4,5,2,0,5,6,0,6,3,2,2,0,4,4,3,0,3,2,0,0,2,6,6,0,3,1,4,5,2,3,2,4,0,4,4,3,0,0,1,0,0,0,0,0,0,4,0,4
truce,3,3,3,4,3,0,0,0,5,5,3,2,3,1,4,3,0,1,5,0,4,5,5,0,4,5,0,5,0,4,4,0,1,6,2,0,3,2,4,3,3,3,4,2,4,3,4,3,3,6,0,5,4,5,2,5,6,0,5,6,0,0,0,4,3,3,5,6
truck,3,3,6,3,4,3,3,5,4,1,3,5,4,3,0,1,0,0,3,0,0,4,5,2,6,0,0,3,4,0,0,2,2,3,1,3,6,3,6,4,0,4,4,5,6,3,3,4,4,0,1,6,0,0,2,2,3,0,3,5,0,2,0,5,2,6,3,0
trumpet,4,5,2,0,4,1,3,4,3,5,0,2,3,4,0,4,0,0,4,"I don't have personal experiences with physical objects, but trumpets are generally metal and often have a smooth, rounded exterior. I would rate the roughness of a trumpet's texture as 1.","I don't have information on the specific trumpet you're referring to. However, in general, trumpets are instruments known for being lightweight, often weighing between 3-5 pounds (1.4-2.3 kg) depending on the material and type of trumpet.",0,3,0,4,0,4,5,4,0,2,1,4,5,2,0,4,6,4,2,0,6,2,4,4,3,1,0,0,2,0,5,3,0,4,4,3,0,4,4,3,0,0,5,3,3,2,3
trust,1,3,3,2,3,0,3,4,6,0,4,6,1,5,5,2,6,0,0,0,0,4,6,0,1,2,3,4,3,3,2,3,3,5,4,0,1,3,5,5,3,6,4,4,3,2,6,2,6,4,0,4,4,5,6,6,0,0,1,1,2,0,0,0,2,6,6,2
truth,3,3,0,0,6,0,3,0,0,"I don't have any information to answer that with, could you please provide more context about ""this thing""?",0,4,3,0,2,4,0,1,5,0,4,6,4,5,0,1,6,3,0,2,3,5,6,0,4,0,0,0,0,3,3,5,2,2,4,3,2,2,6,4,2,4,4,6,3,2,6,6,0,0,3,3,4,0,4,6,4,3
tuba,4,5,4,6,4,6,2,4,6,4,4,4,3,5,0,0,6,6,0,0,3,3,3,5,4,6,1,6,6,0,2,4,6,2,6,0,1,4,4,0,0,3,3,2,5,1,0,3,3,5,2,5,4,2,3,0,3,3,0,0,0,0,0,0,0,4,3,0
tulip,6,2,3,6,6,0,3,0,6,0,4,6,4,4,0,3,0,3,3,0,1,2,2,0,5,0,3,4,0,0,4,6,5,4,4,0,0,1,2,1,3,4,2,4,3,2,4,6,3,3,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0
turtle,3,3,5,5,6,3,4,4,6,4,0,4,2,3,3,4,0,3,3,5,3,2,2,0,4,4,0,4,2,6,0,6,5,6,0,0,3,6,5,4,5,4,5,0,0,5,3,5,6,0,2,4,0,4,3,0,6,2,3,3,0,1,0,5,6,6,2,2
umbrella,2,3,3,4,6,3,1,5,5,3,6,4,2,6,6,5,1,5,5,3,4,5,3,1,4,0,0,3,2,0,0,4,2,5,0,0,1,5,4,2,2,3.5,0,5,1,0,0,4,5,3,0,6,0,3,4,2.5,4,2,2,0,0,0,0,2,4,5,4,0
used,3,4,4,5,2,0,5,1,5,0,4,5,0,0,1,0,1,2,3,3,4,6,0,1,2,0,6,4,0,5,0,0,0,3,5,3,3,6,0,6,4,6,1,5,5,4,4,3,3,6,3,0,4,4,6,3,4,0,1,6,4,1,4,6,6,4,4,5
used,3,6,0,5,0,5,5,3,4,6,3,5,3,2,6,0,4,4,3,3,3,3,6,0,2,5,3,0,0,5,0,1,0,0,0,0,3,3,1,4,3,5,4,4,5,0,3,5,1,5,3,5,4,"0 

(This property refers to a physical location or an attribute of a location, and thus is not a mental activity or a function of the mind.)",1,2,5,5,5,4,3,4,5,4,5,4,4,5
vacation,4,0,0,2,6,4,0,3,1,0,0,3,2,0,0,4,0,0,0,0,0,0,0,3,3,1,3,2,4,4,0,0,3,2,6,0,3,1,0,0,2,6,1,4,6,4,4,4,2,1,2,3,0,2,4,3,6,3,4,3,0,4,1,3,2,2,6,3
van,3,3,0,6,4,3,3,0,3,5,4,6,3,4,2,3,0,0,0,0,0,3,5,3,3,3,5,4,0,5,5,6,6,6,0,0,2,5,5,1,6,6,2,5,6,6,3,0,4,6,1,1,0,6,5,0,5,3,0,0,0,3,0,0,1,0,2,3
verb,1,3,3,5,4,3,1,6,1,0,0,4,3,3,4,3,0,0,0,0,2,4,1,3,3,3,0,5,5,1,4,6,3,4,3,0,6,6,2,3,5,6,2,2,2,0,3,2,6,4,3,5,6,2,0,3,3,0,2,5,2,0,0,3,5,3,2,2
vice,3,6,3,5,5,0,4,0,3,3,1,4,3,0,3,0,0,0,3,0,0,3,3,0,5,0,3,4,4,5,5,2,4,2,4,0,0,0,4,4,5,6,2,6,5,4,0,2,5,3,3,3,3,3,4,5,1,2,0,0,3,4,3,3,4,3,4,5
victim,3,2,0,4,0,0,1,5,4,0,4,0,3,5,1,4,0,5,3,0,5,0,0,3,5,0,4,3,3,1,4,0,0,5,5,2,0,0,4,1,4,4,2,5,4,2,0,4,2,3,1,6,0,2,1,"I'm not capable of thinking of victims as potentially threatening, so 
0",0,3,0,0,0,0,0,3,6,5,4,5
visited,5,5,3,4,4,6,0,3,0,5,2,2,3,5,3,2,5,6,4,3,3,4,2,5,5,6,5,4,6,3,6,5,3,3,5,0,6,4,2,2,4,5,5,4,4,5,5,4,6,5,4,6,3,4,2,0,5,0,5,1,1,2,4,4,4,6,3,5
volcano,3,3,5,5,6,5,0,4,4,4,3,5,4,4,5,3,0,0,0,0,6,1,6,1,5,2,3,5,1,4,1,3,0,4,0,0,0,6,6,0,1,3,1,2,2,2,2,4,5,0,0,2,0,4,3,4,3,2,5,4,0,2,4,2,5,5,4,2
voter,4,0,3,5,0,0,5,0,5,0,0,0,0,1,2,5,0,0,3,1,0,3,1,2,4,1,4,6,0,0,2,4,5,0,4,0,1,5,0,2,0,4,1,5,5,1,1,3,5,6,0,3,3,4,2,5,0,5,3,3,5,0,1,0,5,1,4,0
walked,2,2,5.,5,6,6,6,3,6,2,5,1,0,0,4,4,5,0,2,4,5.,3,2,0,2,4,6,4,5,1,3,4,3,6,6,0,3,6,3,4,5,6,6,0,4,2,2,4,0,4,4,4,0,6,2,3,4,0,5,2,2,2,4,5,5,5,2,6
wanted,2,1,5,3,3,1,4,4,2,4,3,6,0,1,4,4,3,4,5,3,0,1,2,5,3,5,4,4,5,5,4,3,1,2,6,0,3,6,6,4,3,5,3,5,5,2,2,5,4,5,2,6,0,3,5,3,4,4,6,6,4,1,4,5,4,3,5,4
watched,2,5,4,5,1,3,6,4,4,4,1,4,0,5,4,3,5,2,5,3,4,4,1,4,3,3,4,2,4,4,0,3,3,0,2,0,4,5,6,3,4,5,5,6,3,6,4,4,2,2,2,5,0,4,6,3,0,3,2,4,3,2,4,2,5,3,6,5
water,6,4,5,4,6,4,4,4,3,5,0,4,0,4,4,0,3,3,0,0,5,3,0,0,4,3,5,1,5,2,1,2,4,2,2,2,4,6,2,5,6,5,5,0,0,5,2,1,4,4,5,2,0,0,4,3,6,1,2,2,0,3,0,0,0,0,0,3
wealthy,3,5,6,1,6,0,4,2,0,3,4,0,3,4,3,2,2,4,5,3,1,4,3,0,6,3,6,1,4,4,2,4,0,0,6,0,1,0,3,4,6,4,4,2,4,1,1,5,4,5,3,4,4,2,5,4,3,3,2,2,0,4,4,1,1,2,4,3
went,6,4,2,5,3,4,4,4,5,5,1,4,3,5,4,2,5,4,5,4,4,3,3,5,2,5,3,6,4,5,5,4,5,1,0,0,2,5,5,0,0,4,2,6,4,3,2,4,3,4,4,6,1,3,3,0,0,0,4,4,3,4,5,5,6,5,4,0
whale,3,0,3,2,0,4,4,3,3,0,6,5,6,4,4,3,0,6,6,0,0,2,4,5,3,1,0,6,3,3,0,2,4,5,1,0,2,4,4,2,4,6,5,6,2,3,2,1,2,2,5,4,0,4,5.,2,0,3,0,3,0,0,2,4,6,0,5,2
whine,3,0,0,5,5,3,2,6,3,3,4,3,0,4,4,3,5,"You did not provide the thing. 

Please provide the object or scenario you would like me to assess.",0,0,0,5,5,0,1,0,5,3,0,0,2,5,2,3,4,0,4,0,0,1,6,6,4,0,0,2,0,6,4,4,4,5,3,2,3,0,2,3,0,5,3,4,4,4,3,4,5,6
white,6,4,0,0,2,3,6,1,2,6,0,2,0,5,2,0,6,2,0,0,1,2,0,0,1,0,6,4,0,5,0,0,6,0,2,3,4,0,6,0,0,4,3,6,5,5,0,0,2,0,1,5,4,6,4.5,1,0,4,4,4,0,4,0,6,4,0,1,5
whole,0,0,4,4,5,6,No number. I don't have enough information to assess the size of the thing you're referring to. Can you provide more context?,3,3,3,4,3,5,0,1,2,0,0,0,0,5,0,0,2,5,4,3,5,0,3,3,4,5,2,5,0,1,5,4,0,3,3,5,6,2,2,5,0,0,5,0,5,1,6,6,4,0,0,6,0,3,0,0,0,5,3,6,4
window,2,6,3,3,-1,0,2,3,3,0,0,5,5,3,3,4,0,0,5,0,4,3,0,1,4,4,3,6,6,6,4,1,5,5,5,1,1,6,0,2,6,2,3,2,2,1,1,6,3,5,2,4,0,1,3,0,5,0,0,4,0,1,0,4,1,0,3,3
winter,4,4,4,5,4,3,0,4,5,3,5,4,2,5,2,1,0,4,0,4,0,5,5,3,1,4,2,4,3,0,2,4,1,3,3,0,4,4,0,0,4,0,3,3,2,5,4,4,5,5,2,6,0,5,3,1,0,3,2,2,0,0,3,0,3,4,3,0
wit,2,3,0,6,2,3,3,0,6,0,5,5,0,6,2,3,4,0,3,0,4,3,6,4,6,1,4,3,1,2,5,6,4,1,6,3,0,5,4,3,4,4,2,5,2,5,4,"I'm happy to help, but I don't think of wit, as it's generally considered a complex cognitive ability influenced by multiple factors, including creativity, intelligence, experience, and the ability to think on one's feet, rather than a direct cause-and-effect relationship with another event, action, or situation.",1,6,0,6,6,5,5,0,3,6,5,3,1,1,3,2,6,6,4,4
witness,3,0,6,5,5,3,1,3,3,5,0,0,"I need more information about the thing you are referring to. Unfortunately, I can't estimate the visual complexity of something without a description.",2,6,3,0,3,0,1,I don't have enough information to respond.,6,4,3,0,4,6,6,6,2,5,1,5,4,3,3,3,0,6,3,0,3,4,3,4,3,1,6,0,4,3,5,0,5,0,3,0,0,0,3,3,0,3,3,2,3,4,4
woe,3,1,0,5,0,0,0,6,4,3,2,3,3,3,3,4,0,0,3,0,3,0,4,4,0,4,4,4,1,6,3,4,2,2,5,0,5,5,5,3,5,4,4,3,4,4,3,6,3,3,0,2,3,3,5,2,0,4,6,6,1,0,5,0,2,0,0,2
woman,2,"I don't think we've established what ""this thing"" is yet.",Please provide a description of the thing you are referring to.,0,1,4,3,0,6,0,4,3,3,3,0,0,0,5,4,3,0,3,6,0,4,3,4,5,0,1,3,4,6,5,4,0,5,5,3,0,5,1,0,2,2,4,2,2,5,5,4,6,4,6,4,3,3,0,4,3,3,0,0,3,0,3,3,0
wonder,3,3,3,0,2,0,4,3,6,0,0,3,0,0,3,2,1,4,0,3,5,5,4,2,4,0,0,1,5,4,0,4,3,5,4,0,6,3,6,6,6,5,4,3,4,3,4,3,3,3,2,4,5,5,6,"Neutral. 
0",6,5,4,2,3,3,2,4,4,6,4,6
worked,4,5,2,4,3,3,2,2,5,3,3,5,2,0,4,2,0,5,2,2,6,3,0,4,3,6,3,2,4,6,0,5,1,3,1,4,1,4,5,2,3,5,3,2,3,1,2,6,5,5,5,6,6,5,6,3,4,0,5,5,2,0,5,3,5,3,3,4
worker,4,3,0,6,6,3,6,1,6,0,3,2,0,3,0,4,3,5,3,1,I need more information about the thing you're referring to.,3,4,0,6,5,0,4,4,1,3,4,4,0,4,0,1,5,3,0,3,2,4,5,3,4,2,3,2,3,0,2,2,3,6,I reserve a neutral position 3.,4,3,1,0,1,0,0,0,5,3,6,5
worth,2,4,5,3,0,5,3,5,1,4,4,0,0,3,0,3,5,5,6,0,5,0,0,0,5,0,5,6,1,5,0,5,2,0,3,0,1,0,0,3,5,3,5,2,2,4,3,5,5,6,6,6,0,6,6,0,0,0,1,0,0,0,0,4,0,3,0,5
wrote,3,4,2,4,2,0,2,6,4,5,4,4,3,1,2,5,4,4,6,6,6,2,4,6,4,0,5,4,1,4,3,6,6,0,3,0,3,6,2,3,6,1,2,5,4,4,4,6,1,2,2,6,5,4,6,5,0,5,3,2,6,4,2,2,6,5,0,2
xylophone,6,4,2,1,4,2,0,2,1,3,2,5,4,1,1,4,6,0,3,3,3,4,1,6,6,2,6,6,5,0,2,1,4,6,5,0,0,1,4,2,0,4,2,5,4,2,2,5,1,3,0,2,3,0,4,1,6,2,0,0,0,0,0,4,2,2,5,0
year,0,1,3,5,5,3,3,0,5,1,3,1,3,0,0,0,0,0,0,3,0,0,3,0,3,4,5,4,2,1,5,5,5,4,0,0,4,2,Incomplete question.,0,4,5,3,4,4,2,6,0,4,5,4,5,2,5,6,1,3,0,0,2,0,0,0,6,0,5,5,4
yellow,5,5,6,2,3,0,4,3,3,0,5,3,0,1,0,0,0,4,0,0,0,6,4,0,0,0,1,0,0,0,3,0,4,4,0,0,1,6,0,6,3,2,3,2,5,3,5,3,5,4,5,0,1,5,0,0,6,6,3,0,2,0,3,1,1,1,2,5
young,0,0,0,2,0,4,1,6,0,5,3,4,0,2,5,4,2,3,0,3,5,5,2,0,3,0,0,2,5,0,0,2,3,3,5,3,3,3,5,6,5,4,5,0,5,2,3,3,4,5,4,1,4,3,4,5,0,0,3,3,5,5,5,6,4,3,2,4
zone,4,3,4,3,2,0,1,0,5,5,5,3,5,4,6,2,0,0,3,0,4,0,3,3,5,0,0,3,3,0,5,4,6,4,3,0,6,0,5,0,4,4,4,0,2,6,1,5,5,3,3,4,5,4,6,4,0,3,3,0,0,3,0,3,3,3,3,4
zoo,0,0,0,4,5,3,3,3,0,2,4,5,5,0,0,0,0,0,4,3,I don't have enough information to answer this question.,1,4,3,4,5,0,3,4,1,3,0,5,3,5,0,2,5,4.5,1,4,1,4,5,4,3,2,3,6,5,3,4,0,4,4,2,0,2,5,1,3,0,2,1,0,0,5,4
